"Y","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20"
21.4330176698114,47.5299916643859,0.254445363534614,1,147.570166194147,8.79037409322336,1,36.58,5,21.5192131119246,1,133.51686250686,35,39.722177791308,6,370.779779655197,31.3852228060561,28.4323288174346,0.482389578144792,10.548448911868,1
26.5533560232906,102.35323099762,0.330088463844731,1,77.1324776571176,47.4609056371264,3,36.73,1,10.8331401447406,0,9.59836047248708,48,149.074201100862,5,370.939482899982,33.6535786798548,25.3404984646477,0.528883676189281,56.9530867645517,2
28.9011184119299,35.2139036591139,0.513694284886776,1,56.2360332230634,1.00951752392575,3,36.93,3,7.81466664496065,1,44.4234636377928,42,26.4409039722062,9,370.967296579889,23.5108538436372,21.0571453184821,0.688579618134046,1.2114210287109,3
28.7712634894195,97.2111200215234,0.831971972207439,1,181.987320354091,47.8489262284711,2,37.15,1,26.1371716843004,0,28.8310223516088,49,102.731836542565,7,370.805702170375,32.2500282569259,23.2628902583383,0.750453583420839,57.4187114741653,2
15.9365820439498,48.0716726078613,0.273666803367591,1,122.665695324807,9.03731866274029,1,37.23,4,18.7471285716703,1,92.6486192930013,50,111.127869626092,3,370.868468898326,27.1457614107435,25.4372579557821,0.46278097660316,10.8447823952883,5
47.7503925544601,94.106193540039,0.785989928758884,1,69.2171124049289,46.2411880609579,4,37.24,5,7.11901821012862,0,-2.42270364770651,53,49.3505064010641,3,370.88516335149,33.9976041190788,20.9964864212088,0.411913859123333,55.4894256731495,5
28.7658379278577,114.321187996774,0.334098902530968,1,50.1118147866022,43.2094414019957,3,37.24,6,6.64923075890345,1,77.9507625281926,32,181.552705467706,9,371.111669323882,33.9453024580644,29.8806308046915,0.515635894605755,51.8513296823949,4
21.9852352674212,74.5631184245731,0.0810278477147222,1,45.8445188541715,26.0537152877077,1,36.9,3,6.6480510087782,1,-16.132489049573,33,-154.368757566469,6,371.476074829596,37.4868540803355,26.0357444640249,0.361099672349059,31.2644583452493,3
16.9088901826718,37.9578089175909,1.2530306604992,1,97.8053358816961,5.78336014878005,1,36.95,3,15.857233433836,0,52.0642652605028,52,230.071943641979,7,370.755174322958,31.8130528001486,20.2630518656224,0.368349196113757,6.94003217853606,2
34.9495081103309,40.9200352518006,0.190110999625176,1,113.055705235776,18.4346506139264,3,36.89,5,14.5847309234675,1,114.733877668183,42,232.169180387796,8,370.950051724392,27.3279064127494,26.2395023065619,0.464870006864799,22.1215807367116,1
40.7433689067134,109.830763083965,0.182882671244442,1,100.497411001198,37.4427231727168,1,36.95,6,11.9519810044182,0,67.9297192507065,53,120.303925402713,8,370.861592012841,28.1494334573392,29.0279659815133,0.4596106846004,44.9312678072602,1
24.3829015781795,93.2212792919449,1.53323419746318,1,75.8933182986617,40.3912279871292,4,37,5,12.3187036489091,0,46.0594289066641,39,58.5916033237049,7,370.32846941746,32.8307663574951,23.5130219021812,0.536875390151284,48.4694735845551,1
19.3033384989265,25.74246837305,0.249999745516106,1,116.435236427985,0.0325532862916589,3,36.9,4,17.3207865789437,0,78.1287750262489,41,-59.6065671683354,7,370.933551898767,31.99608486231,21.0252477484755,0.42310162113266,0.0390639435499907,1
15.8780884091924,57.257835989782,0.0627889766043087,1,159.601016375723,18.7013536691666,1,36.99,6,23.7703590024924,1,107.138549562551,38,-39.0813119025365,9,370.780494891242,30.2329925143245,25.8757476252504,0.379002416384786,22.4416244029999,4
32.0552697373948,69.2276382028795,0.248823165660724,1,176.539676397376,31.2407527351752,3,36.99,3,24.2862436549263,0,97.1377022248402,47,54.9904289561595,6,371.0359376762,31.8274757354388,25.1126246503554,0.658618830140056,37.4889032822102,1
36.3135489865994,8.47587135155974,0.0997584236393835,1,134.72931351787,4.51173695037141,1,37.01,5,17.5315097908845,0,108.816153086955,33,321.751828450722,7,370.695302050316,29.9250332027712,23.7337692687288,0.612720989332094,5.4140843404457,4
9.00779016078756,51.7501709029388,0.82381043299557,1,82.0215136190037,36.3275459036231,2,37.04,3,14.2356984588077,0,38.2136186663324,35,105.744593980275,8,370.124054368706,39.3177693300205,24.9533954332583,0.241026670927573,43.5930550843477,5
39.0093540283453,44.0623483066303,0.0889263448771089,1,62.8121750461367,7.36661880509928,3,37.04,1,6.8890521709105,1,16.4440924851647,45,127.79158833972,11,370.597582888158,31.8854053285074,22.6942300284281,0.643384700976046,8.83994256611913,2
12.641964108688,66.4365211782823,0.567817860261953,1,101.869489157169,44.8715723352507,2,37.14,2,16.5391941489173,0,82.1415869256631,41,-101.607179762847,8,371.09490116101,32.2367544911912,23.4200440812856,0.494930245714907,53.8458868023008,4
29.4471725893863,85.978085636785,0.215052594197914,1,132.389457286375,28.7270088796504,1,37.07,5,18.0517283436716,1,75.2511112126998,30,74.5251775063127,8,370.846892733644,32.7722488257508,21.6035722428933,0.344163727544186,34.4724106555805,3
26.1432833103811,63.2161201907213,0.0592192566938752,1,97.9421498897927,27.2968291421421,3,36.98,5,13.3560396594564,1,43.3120007854321,36,-162.664371003843,6,370.874224305363,32.1726185660082,23.9887498295866,0.220054953268669,32.7561949705705,3
31.5036442084655,33.4640689917418,0.880877938079548,1,109.153640846896,27.8135722619481,1,37.01,4,15.0767679935454,0,92.8645108994582,34,155.89260801985,7,371.25438468996,30.9690710556825,28.5766606312245,0.38964138441428,33.3762867143378,3
23.7961643377976,37.5872515060569,0.413455932380116,1,81.6055263689941,9.01015744311735,4,36.97,1,11.7289567594031,1,2.30964704377178,39,147.083806265328,5,370.157250152678,32.6056904753127,28.3951509278268,0.198735965295739,10.8121889317408,2
35.9877690986443,12.9955223551857,0.351146996000266,1,90.0816892402952,6.73247970407829,3,36.97,3,11.3132884767206,1,32.0523607735,39,71.1309469465504,7,371.118361049747,32.0510333659095,23.7787016993389,0.481145520098655,8.07897564489394,4
35.7268249919991,38.2397657779931,0.707890297244203,1,71.4573532202836,1.03075851220638,2,37.12,3,9.10506703834644,1,55.4503186589524,40,192.101035728726,6,371.107566797703,31.7023195727172,20.2398262638599,0.590872027917016,1.23691021464765,3
21.2168360570124,83.0221129579184,1.18287585782373,1,173.676467267789,38.7010842212476,1,37.13,4,26.1946277337258,0,100.63942953087,33,176.072645180657,5,371.024923854043,31.9593111346419,24.6606490644626,0.575107503502499,46.4413010654971,5
34.3528936146174,74.0046794372851,0.442471035269505,1,109.646921350061,37.0387005270459,4,37.14,4,14.3228709921568,0,93.3437379569593,43,186.623318557529,8,370.988423745773,31.5264355735577,23.5147058498114,0.274589407522134,44.4464406324551,4
14.3101548713726,75.1195394255589,0.735423241108808,1,56.7154721521757,43.9029544708319,4,37.15,3,10.0542312825591,0,21.8334382667023,50,-50.0595455871852,6,370.826735785078,31.4877727499061,22.95851375442,0.409771231465733,52.6835453649983,1
14.4650895168376,80.5593801805277,0.490937354022122,1,50.1271336621241,27.2054973058403,1,37.17,5,8.65305440356635,0,94.3348022436563,35,-39.6829248825236,8,370.564116574394,54.3355938880548,22.4459628015757,0.302738558223103,32.6465967670083,3
16.4996220839925,56.541903353873,0.0149756707251072,1,56.8872652386421,26.9793091225438,4,37.12,3,9.04882952324018,0,55.8330866915308,42,232.158497158521,5,370.634943712691,31.7389546616773,20.5812407331541,0.473640996265574,32.3751709470525,4
43.2260900275761,75.3613731346405,0.287677972111851,1,118.922908316309,36.0243147588335,3,37.12,1,14.6282258951463,0,52.7053127555818,41,-37.5025532899646,6,370.481929959727,32.3867004261887,25.2022795798257,0.814731958831069,43.2291777106002,5
31.0819882779687,90.9210892600978,0.810847135218692,1,74.4602000197315,39.0901952865534,3,37.17,3,10.2756444751987,0,0.703341035207394,41,-17.2344846707529,8,371.275205069309,31.7935608139517,29.8466133046895,0.573827105458367,46.908234343864,5
17.2418943949176,49.3461055026899,0.153590462869033,1,100.309940232225,23.6156102502719,1,37.28,2,15.1334908891169,1,54.3230402284956,49,121.174780112932,5,371.132634143276,34.0355361087221,23.9808357018046,0.316461745072598,28.3387323003262,1
6.93964924685466,90.2272483760635,0.0859627611531897,1,83.8773140034023,49.1373007767834,3,37.28,1,14.3956013774806,0,27.343556217154,44,188.531189820378,9,370.655604737112,30.1569858733741,25.2931486512534,0.548329915091864,58.9647609321401,5
22.8738242851838,63.4813326616749,0.195967786246911,1,80.8292880204738,13.6713330051862,4,37.44,2,11.9077827488771,1,36.5221706117434,48,-58.2691075699736,8,371.129855375751,34.5099572347244,27.9151079664007,0.654876184999671,16.4055996062234,4
38.5746053447041,87.0210585647987,1.07790107606025,1,138.870719246058,22.1571532427333,1,37.51,1,18.6030929084809,1,3.93060297304957,32,118.270737812523,6,371.006415092365,44.6581151355056,28.4343181061558,0.522459946472192,26.58858389128,3
31.3078652503465,11.0261897937169,0.263625401537865,1,74.4979404179587,1.5794139704667,4,37.64,4,9.83112035375151,0,49.6266409352234,38,-49.261528944321,8,370.332985392006,32.1779531677606,26.9457518006675,0.608429466185736,1.89529676456004,2
38.3861426209964,65.9953661448792,1.18547310766982,1,110.413319320242,30.9760159114376,1,37.51,1,14.5486695764406,0,23.2615864452609,34,358.486185400128,9,370.555376197493,32.5557532177508,21.8711341056041,0.390838292919761,37.1712190937251,1
23.8291586932736,91.7969550769507,0.192850584164262,1,134.846637845033,34.8599347518757,4,37.98,6,19.2900270310497,1,122.220521745046,39,9.92436861108767,9,370.024659143944,10.5875481182764,23.8013938697986,0.427721780726096,41.8319217022508,5
32.4789803171355,58.8953913867015,0.359675894004709,1,135.783922842611,20.4816294368356,1,38.02,4,18.3050558912183,1,73.684254204343,45,-84.0118995010403,7,370.545417753015,30.2903321987067,26.9594022003002,0.427415096803864,24.5779553242028,4
20.2515446695258,115.888818118338,1.02965168930115,1,69.1032558882166,42.6184584037401,2,38,1,11.1663121631142,1,26.7205274761989,38,60.1206499141896,3,370.877151804554,31.6735454758533,23.1915981462225,0.470944713418625,51.1421500844881,1
33.1920323946209,76.4259713084058,0.328862620284781,1,79.7150089631057,28.3718544989824,3,38.24,1,10.2320480067805,0,39.2182283037746,34,-40.0210595716263,8,371.321971192482,31.1445018601961,27.1518964343704,0.504920828530757,34.0462253987789,1
2.52120872742334,107.862711492023,0.2149693290703,1,99.0044281530049,39.7252245922573,2,38.1,3,17.1417400698069,0,30.1854010436501,38,13.953169380975,5,370.972488005656,32.8978841946822,24.7577440412715,0.359109048320637,47.6702695107087,4
29.7632574686562,61.6923316433593,0.624184373745179,1,138.859811001364,38.0136464722455,2,38.24,4,19.7125471022035,1,91.7696156287697,41,72.3023557294309,8,370.626936080864,33.1060065793022,24.882188574411,0.826485771353625,45.6163757666945,2
17.381997169536,75.1177520005045,0.235930574592203,1,38.2653090204909,26.5243784757331,4,38.11,5,6.50909265684677,1,66.9815056854475,36,2.53109065813333,8,370.657741961706,30.9723476270004,23.3232729113661,0.48514290625515,31.8292541708797,1
22.4138498589025,64.1882701796131,0.535783523672676,1,62.1418176548398,13.9449432957917,3,38.02,2,9.33664827501408,0,37.3025555182912,45,69.0790335631139,7,371.40576128196,32.230447673123,23.2589019509032,0.37552232167057,16.7339319549501,5
33.7393432327519,19.4374999656454,0.560005522467014,1,87.8478786541741,10.6265940703452,3,38.11,2,11.4087600064833,0,-5.25903448472258,39,-5.508884552396,7,370.816140119291,25.2773479000555,21.4811817184091,0.370791638736484,12.7519128844142,2
30.3900816764167,69.6977316759069,0.503579333403564,1,145.695030531759,28.3132513752207,4,38.01,2,20.0883318246609,1,36.4167055062136,38,19.6178189048883,6,370.500711513099,30.8291714703054,21.6009735735133,0.256088152792783,33.9759016502649,4
27.6460302481086,30.389578544416,0.171045124297962,1,104.257421539602,16.1268691648729,2,37.91,3,14.3899555924379,1,58.355655475587,46,-38.9368025521536,8,370.890147467346,22.0641282575965,20.3297619870864,0.506785595415748,19.3522429978475,5
31.2734512963019,75.5082043047983,0.0196263925172389,1,98.4590480938387,36.6379869636148,4,37.96,5,13.2911203459206,1,30.0299797802035,27,41.9676052704777,10,371.188386103395,32.9549837730259,27.0551755325869,0.95084128000473,43.9655843563378,1
